Machine,Time,Temp,Vibration,Avg_Temp,Temp_Dev,Alert
5346,5346,303.5K,1524,N/A,0.0K,✅ Normal Operation
5347,5347,303.4K,1534,N/A,0.0K,✅ Normal Operation
5348,5348,303.3K,1262,N/A,0.0K,✅ Normal Operation
5349,5349,303.3K,1623,N/A,0.0K,✅ Normal Operation
5350,5350,303.3K,1642,N/A,0.0K,✅ Normal Operation
5351,5351,303.4K,1622,N/A,0.0K,✅ Normal Operation
5352,5352,303.5K,1530,N/A,0.0K,✅ Normal Operation
5353,5353,303.4K,1590,N/A,0.0K,✅ Normal Operation
5354,5354,303.4K,1589,N/A,0.0K,✅ Normal Operation
5355,5355,303.4K,1462,N/A,0.0K,✅ Normal Operation
5356,5356,303.3K,1328,N/A,0.0K,✅ Normal Operation
5357,5357,303.3K,1692,N/A,0.0K,✅ Normal Operation
5358,5358,303.3K,1968,N/A,0.0K,✅ Normal Operation
5359,5359,303.3K,1827,N/A,0.0K,✅ Normal Operation
5360,5360,303.3K,1397,N/A,0.0K,✅ Normal Operation
5361,5361,303.3K,1463,N/A,0.0K,✅ Normal Operation
5362,5362,303.3K,1643,N/A,0.0K,✅ Normal Operation
5363,5363,303.2K,1281,N/A,0.0K,✅ Normal Operation
5364,5364,303.2K,1518,N/A,0.0K,✅ Normal Operation
5365,5365,303.2K,1601,N/A,0.0K,✅ Normal Operation
5366,5366,303.1K,1548,N/A,0.0K,✅ Normal Operation
5367,5367,303.1K,1404,N/A,0.0K,✅ Normal Operation
5368,5368,303.1K,1766,N/A,0.0K,✅ Normal Operation
5369,5369,303.1K,1667,N/A,0.0K,✅ Normal Operation
5370,5370,303.0K,1507,N/A,0.0K,✅ Normal Operation
5371,5371,303.0K,1627,N/A,0.0K,✅ Normal Operation
5372,5372,302.9K,1435,N/A,0.0K,✅ Normal Operation
5373,5373,302.9K,1509,N/A,0.0K,✅ Normal Operation
5374,5374,302.9K,1809,N/A,0.0K,✅ Normal Operation
5375,5375,302.9K,1515,N/A,0.0K,✅ Normal Operation
5376,5376,302.9K,1530,N/A,0.0K,✅ Normal Operation
5377,5377,302.8K,1336,N/A,0.0K,✅ Normal Operation
5378,5378,302.9K,2030,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
5379,5379,302.9K,1550,N/A,0.0K,✅ Normal Operation
5380,5380,302.9K,1446,N/A,0.0K,✅ Normal Operation
5381,5381,302.8K,1494,N/A,0.0K,✅ Normal Operation
5382,5382,302.8K,1651,N/A,0.0K,✅ Normal Operation
5383,5383,302.9K,1698,N/A,0.0K,✅ Normal Operation
5384,5384,302.8K,1504,N/A,0.0K,✅ Normal Operation
5385,5385,302.9K,1421,N/A,0.0K,✅ Normal Operation
5386,5386,302.9K,1754,N/A,0.0K,✅ Normal Operation
5387,5387,302.9K,1469,N/A,0.0K,✅ Normal Operation
5388,5388,302.8K,1433,N/A,0.0K,✅ Normal Operation
5389,5389,302.8K,1432,N/A,0.0K,✅ Normal Operation
5390,5390,302.8K,1366,N/A,0.0K,✅ Normal Operation
5391,5391,302.8K,1483,N/A,0.0K,✅ Normal Operation
5392,5392,302.7K,1572,N/A,0.0K,✅ Normal Operation
5393,5393,302.8K,1481,N/A,0.0K,✅ Normal Operation
5394,5394,302.8K,1473,N/A,0.0K,✅ Normal Operation
5395,5395,302.8K,1262,N/A,0.0K,✅ Normal Operation
5396,5396,302.8K,1529,N/A,0.0K,✅ Normal Operation
5397,5397,302.8K,1523,N/A,0.0K,✅ Normal Operation
5398,5398,302.8K,1416,N/A,0.0K,✅ Normal Operation
5399,5399,302.9K,1923,N/A,0.0K,✅ Normal Operation
5400,5400,302.8K,1411,N/A,0.0K,✅ Normal Operation
5401,5401,302.7K,1477,N/A,0.0K,✅ Normal Operation
5402,5402,302.6K,1454,N/A,0.0K,✅ Normal Operation
5403,5403,302.7K,1421,N/A,0.0K,✅ Normal Operation
5404,5404,302.7K,1858,N/A,0.0K,✅ Normal Operation
5405,5405,302.8K,1422,N/A,0.0K,✅ Normal Operation
5406,5406,302.7K,1444,N/A,0.0K,✅ Normal Operation
5407,5407,302.7K,1360,N/A,0.0K,✅ Normal Operation
5408,5408,302.7K,1954,N/A,0.0K,✅ Normal Operation
5409,5409,302.6K,1628,N/A,0.0K,✅ Normal Operation
5410,5410,302.7K,1433,N/A,0.0K,✅ Normal Operation
5411,5411,302.7K,1417,N/A,0.0K,✅ Normal Operation
5412,5412,302.8K,1462,N/A,0.0K,✅ Normal Operation
5413,5413,302.9K,1328,N/A,0.0K,✅ Normal Operation
5414,5414,302.7K,1527,N/A,0.0K,✅ Normal Operation
5415,5415,302.6K,1534,N/A,0.0K,✅ Normal Operation
5416,5416,302.6K,1410,N/A,0.0K,✅ Normal Operation
5417,5417,302.6K,1660,N/A,0.0K,✅ Normal Operation
5418,5418,302.6K,1386,N/A,0.0K,✅ Normal Operation
5419,5419,302.6K,1398,N/A,0.0K,✅ Normal Operation
5420,5420,302.6K,1321,N/A,0.0K,✅ Normal Operation
5421,5421,302.6K,1512,N/A,0.0K,✅ Normal Operation
5422,5422,302.6K,1566,N/A,0.0K,✅ Normal Operation
5423,5423,302.7K,1422,N/A,0.0K,✅ Normal Operation
5424,5424,302.6K,1647,N/A,0.0K,✅ Normal Operation
5425,5425,302.6K,1377,N/A,0.0K,✅ Normal Operation
5426,5426,302.5K,1775,N/A,0.0K,✅ Normal Operation
5427,5427,302.6K,1554,N/A,0.0K,✅ Normal Operation
5428,5428,302.7K,1423,N/A,0.0K,✅ Normal Operation
5429,5429,302.7K,1453,N/A,0.0K,✅ Normal Operation
5430,5430,302.8K,1590,N/A,0.0K,✅ Normal Operation
5431,5431,302.8K,1694,N/A,0.0K,✅ Normal Operation
5432,5432,302.8K,1462,N/A,0.0K,✅ Normal Operation
5433,5433,302.8K,1392,N/A,0.0K,✅ Normal Operation
5434,5434,302.9K,1550,N/A,0.0K,✅ Normal Operation
5435,5435,302.9K,1629,N/A,0.0K,✅ Normal Operation
5436,5436,303.0K,1524,N/A,0.0K,✅ Normal Operation
5437,5437,302.9K,1679,N/A,0.0K,✅ Normal Operation
5438,5438,302.9K,1394,N/A,0.0K,✅ Normal Operation
5439,5439,302.9K,1683,N/A,0.0K,✅ Normal Operation
5440,5440,303.0K,1626,N/A,0.0K,✅ Normal Operation
5441,5441,303.0K,1698,N/A,0.0K,✅ Normal Operation
5442,5442,303.0K,1392,N/A,0.0K,✅ Normal Operation
5443,5443,303.1K,1353,N/A,0.0K,✅ Normal Operation
5444,5444,303.0K,1426,N/A,0.0K,✅ Normal Operation
5445,5445,303.0K,2024,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
5446,5446,303.0K,1648,N/A,0.0K,✅ Normal Operation
5447,5447,303.1K,1511,N/A,0.0K,✅ Normal Operation
5448,5448,303.1K,1465,N/A,0.0K,✅ Normal Operation
5449,5449,303.0K,1551,N/A,0.0K,✅ Normal Operation
5450,5450,303.1K,2329,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
5451,5451,303.1K,1435,N/A,0.0K,✅ Normal Operation
5452,5452,303.0K,1361,N/A,0.0K,✅ Normal Operation
5453,5453,303.0K,1553,N/A,0.0K,✅ Normal Operation
5454,5454,303.0K,1451,N/A,0.0K,✅ Normal Operation
5455,5455,303.0K,1461,N/A,0.0K,✅ Normal Operation
5456,5456,303.1K,1895,N/A,0.0K,✅ Normal Operation
5457,5457,303.1K,1567,N/A,0.0K,✅ Normal Operation
5458,5458,303.0K,1602,N/A,0.0K,✅ Normal Operation
5459,5459,303.1K,1514,N/A,0.0K,✅ Normal Operation
5460,5460,303.1K,1453,N/A,0.0K,✅ Normal Operation
5461,5461,303.0K,1526,N/A,0.0K,✅ Normal Operation
5462,5462,302.9K,1339,N/A,0.0K,✅ Normal Operation
5463,5463,302.9K,1889,N/A,0.0K,✅ Normal Operation
5464,5464,302.9K,1561,N/A,0.0K,✅ Normal Operation
5465,5465,302.9K,1659,N/A,0.0K,✅ Normal Operation
5466,5466,302.9K,1424,N/A,0.0K,✅ Normal Operation
5467,5467,302.9K,1426,N/A,0.0K,✅ Normal Operation
5468,5468,302.9K,1383,N/A,0.0K,✅ Normal Operation
5469,5469,302.8K,1764,N/A,0.0K,✅ Normal Operation
5470,5470,302.7K,1439,N/A,0.0K,✅ Normal Operation
5471,5471,302.7K,1585,N/A,0.0K,✅ Normal Operation
5472,5472,302.7K,1346,N/A,0.0K,✅ Normal Operation
5473,5473,302.8K,1386,N/A,0.0K,✅ Normal Operation
5474,5474,302.7K,1369,N/A,0.0K,✅ Normal Operation
5475,5475,302.7K,1378,N/A,0.0K,✅ Normal Operation
5476,5476,302.7K,1336,N/A,0.0K,✅ Normal Operation
5477,5477,302.6K,1445,N/A,0.0K,✅ Normal Operation
5478,5478,302.7K,1763,N/A,0.0K,✅ Normal Operation
5479,5479,302.7K,1611,N/A,0.0K,✅ Normal Operation
5480,5480,302.7K,1564,N/A,0.0K,✅ Normal Operation
5481,5481,302.7K,1478,N/A,0.0K,✅ Normal Operation
5482,5482,302.6K,1781,N/A,0.0K,✅ Normal Operation
5483,5483,302.6K,1782,N/A,0.0K,✅ Normal Operation
5484,5484,302.6K,2000,N/A,0.0K,✅ Normal Operation
5485,5485,302.5K,1826,N/A,0.0K,✅ Normal Operation
5486,5486,302.6K,1344,N/A,0.0K,✅ Normal Operation
5487,5487,302.6K,1520,N/A,0.0K,✅ Normal Operation
5488,5488,302.6K,1611,N/A,0.0K,✅ Normal Operation
5489,5489,302.7K,1450,N/A,0.0K,✅ Normal Operation
5490,5490,302.6K,1499,N/A,0.0K,✅ Normal Operation
5491,5491,302.6K,1288,N/A,0.0K,✅ Normal Operation
5492,5492,302.7K,1350,N/A,0.0K,✅ Normal Operation
5493,5493,302.9K,1334,N/A,0.0K,✅ Normal Operation
5494,5494,302.8K,1376,N/A,0.0K,✅ Normal Operation
5495,5495,302.8K,1368,N/A,0.0K,✅ Normal Operation
5496,5496,302.9K,1357,N/A,0.0K,✅ Normal Operation
5497,5497,302.9K,1924,N/A,0.0K,✅ Normal Operation
5498,5498,302.9K,1551,N/A,0.0K,✅ Normal Operation
5499,5499,302.9K,1903,N/A,0.0K,✅ Normal Operation
5500,5500,302.9K,1417,N/A,0.0K,✅ Normal Operation
5501,5501,302.7K,1601,N/A,0.0K,✅ Normal Operation
5502,5502,302.7K,1543,N/A,0.0K,✅ Normal Operation
5503,5503,302.6K,1439,N/A,0.0K,✅ Normal Operation
5504,5504,302.6K,1657,N/A,0.0K,✅ Normal Operation
5505,5505,302.8K,1458,N/A,0.0K,✅ Normal Operation
5506,5506,302.8K,1746,N/A,0.0K,✅ Normal Operation
5507,5507,302.9K,1677,N/A,0.0K,✅ Normal Operation
5508,5508,302.8K,1520,N/A,0.0K,✅ Normal Operation
5509,5509,302.9K,1367,N/A,0.0K,✅ Normal Operation
5510,5510,302.8K,1509,N/A,0.0K,✅ Normal Operation
5511,5511,302.8K,1418,N/A,0.0K,✅ Normal Operation
5512,5512,302.8K,1958,N/A,0.0K,✅ Normal Operation
5513,5513,302.8K,1682,N/A,0.0K,✅ Normal Operation
5514,5514,302.8K,1452,N/A,0.0K,✅ Normal Operation
5515,5515,302.7K,1828,N/A,0.0K,✅ Normal Operation
5516,5516,302.7K,1484,N/A,0.0K,✅ Normal Operation
5517,5517,302.6K,1674,N/A,0.0K,✅ Normal Operation
5518,5518,302.6K,1448,N/A,0.0K,✅ Normal Operation
5519,5519,302.5K,2023,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
5520,5520,302.5K,1452,N/A,0.0K,✅ Normal Operation
5521,5521,302.6K,1496,N/A,0.0K,✅ Normal Operation
5522,5522,302.6K,1397,N/A,0.0K,✅ Normal Operation
5523,5523,302.6K,1453,N/A,0.0K,✅ Normal Operation
5524,5524,302.5K,1524,N/A,0.0K,✅ Normal Operation
5525,5525,302.6K,1633,N/A,0.0K,✅ Normal Operation
5526,5526,302.6K,1363,N/A,0.0K,✅ Normal Operation
5527,5527,302.5K,1520,N/A,0.0K,✅ Normal Operation
5528,5528,302.5K,1532,N/A,0.0K,✅ Normal Operation
5529,5529,302.4K,1384,N/A,0.0K,✅ Normal Operation
5530,5530,302.4K,1539,N/A,0.0K,✅ Normal Operation
5531,5531,302.3K,1355,N/A,0.0K,✅ Normal Operation
5532,5532,302.3K,1504,N/A,0.0K,✅ Normal Operation
5533,5533,302.4K,1476,N/A,0.0K,✅ Normal Operation
5534,5534,302.4K,1721,N/A,0.0K,✅ Normal Operation
5535,5535,302.3K,1494,N/A,0.0K,✅ Normal Operation
5536,5536,302.3K,1465,N/A,0.0K,✅ Normal Operation
5537,5537,302.3K,1363,N/A,0.0K,✅ Normal Operation
5538,5538,302.4K,1648,N/A,0.0K,✅ Normal Operation
5539,5539,302.3K,1879,N/A,0.0K,✅ Normal Operation
5540,5540,302.3K,1482,N/A,0.0K,✅ Normal Operation
5541,5541,302.4K,1493,N/A,0.0K,✅ Normal Operation
5542,5542,302.4K,1433,N/A,0.0K,✅ Normal Operation
5543,5543,302.3K,1400,N/A,0.0K,✅ Normal Operation
5544,5544,302.4K,1255,N/A,0.0K,✅ Normal Operation
5545,5545,302.2K,1471,N/A,0.0K,✅ Normal Operation
5546,5546,302.2K,1357,N/A,0.0K,✅ Normal Operation
5547,5547,302.3K,1453,N/A,0.0K,✅ Normal Operation
5548,5548,302.3K,1540,N/A,0.0K,✅ Normal Operation
5549,5549,302.3K,1605,N/A,0.0K,✅ Normal Operation
5550,5550,302.3K,1374,N/A,0.0K,✅ Normal Operation
5551,5551,302.3K,1508,N/A,0.0K,✅ Normal Operation
5552,5552,302.4K,1366,N/A,0.0K,✅ Normal Operation
5553,5553,302.5K,1579,N/A,0.0K,✅ Normal Operation
5554,5554,302.5K,1306,N/A,0.0K,✅ Normal Operation
5555,5555,302.5K,1521,N/A,0.0K,✅ Normal Operation
5556,5556,302.5K,1411,N/A,0.0K,✅ Normal Operation
5557,5557,302.5K,1357,N/A,0.0K,✅ Normal Operation
5558,5558,302.5K,1436,N/A,0.0K,✅ Normal Operation
5559,5559,302.5K,1553,N/A,0.0K,✅ Normal Operation
5560,5560,302.5K,1451,N/A,0.0K,✅ Normal Operation
5561,5561,302.4K,1541,N/A,0.0K,✅ Normal Operation
5562,5562,302.3K,1341,N/A,0.0K,✅ Normal Operation
5563,5563,302.3K,1648,N/A,0.0K,✅ Normal Operation
5564,5564,302.3K,1640,N/A,0.0K,✅ Normal Operation
5565,5565,302.4K,1416,N/A,0.0K,✅ Normal Operation
5566,5566,302.4K,1671,N/A,0.0K,✅ Normal Operation
5567,5567,302.4K,1457,N/A,0.0K,✅ Normal Operation
5568,5568,302.5K,1445,N/A,0.0K,✅ Normal Operation
5569,5569,302.5K,1534,N/A,0.0K,✅ Normal Operation
5570,5570,302.4K,1508,N/A,0.0K,✅ Normal Operation
5571,5571,302.4K,1492,N/A,0.0K,✅ Normal Operation
5572,5572,302.4K,1562,N/A,0.0K,✅ Normal Operation
5573,5573,302.4K,1545,N/A,0.0K,✅ Normal Operation
5574,5574,302.5K,1738,N/A,0.0K,✅ Normal Operation
5575,5575,302.4K,1305,N/A,0.0K,✅ Normal Operation
5576,5576,302.4K,1477,N/A,0.0K,✅ Normal Operation
5577,5577,302.4K,1457,N/A,0.0K,✅ Normal Operation
5578,5578,302.4K,1455,N/A,0.0K,✅ Normal Operation
5579,5579,302.5K,1574,N/A,0.0K,✅ Normal Operation
5580,5580,302.6K,1695,N/A,0.0K,✅ Normal Operation
5581,5581,302.6K,1458,N/A,0.0K,✅ Normal Operation
5582,5582,302.5K,1454,N/A,0.0K,✅ Normal Operation
5583,5583,302.5K,2052,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
5584,5584,302.5K,1673,N/A,0.0K,✅ Normal Operation
5585,5585,302.4K,1578,N/A,0.0K,✅ Normal Operation
5586,5586,302.5K,1642,N/A,0.0K,✅ Normal Operation
5587,5587,302.4K,1557,N/A,0.0K,✅ Normal Operation
5588,5588,302.5K,1481,N/A,0.0K,✅ Normal Operation
5589,5589,302.5K,1566,N/A,0.0K,✅ Normal Operation
5590,5590,302.5K,1298,N/A,0.0K,✅ Normal Operation
5591,5591,302.5K,1340,N/A,0.0K,✅ Normal Operation
5592,5592,302.5K,1574,N/A,0.0K,✅ Normal Operation
5593,5593,302.5K,1437,N/A,0.0K,✅ Normal Operation
5594,5594,302.6K,1354,N/A,0.0K,✅ Normal Operation
5595,5595,302.6K,1598,N/A,0.0K,✅ Normal Operation
5596,5596,302.7K,1944,N/A,0.0K,✅ Normal Operation
5597,5597,302.7K,1538,N/A,0.0K,✅ Normal Operation
5598,5598,302.7K,1501,N/A,0.0K,✅ Normal Operation
5599,5599,302.8K,1441,N/A,0.0K,✅ Normal Operation
5600,5600,302.7K,1652,N/A,0.0K,✅ Normal Operation
5601,5601,302.8K,1487,N/A,0.0K,✅ Normal Operation
5602,5602,302.9K,1605,N/A,0.0K,✅ Normal Operation
5603,5603,302.9K,1334,N/A,0.0K,✅ Normal Operation
5604,5604,302.9K,1340,N/A,0.0K,✅ Normal Operation
5605,5605,302.9K,1513,N/A,0.0K,✅ Normal Operation
5606,5606,302.9K,1510,N/A,0.0K,✅ Normal Operation
5607,5607,302.9K,1729,N/A,0.0K,✅ Normal Operation
5608,5608,302.9K,1745,N/A,0.0K,✅ Normal Operation
5609,5609,303.1K,1623,N/A,0.0K,✅ Normal Operation
5610,5610,303.1K,1378,N/A,0.0K,✅ Normal Operation
5611,5611,303.1K,1407,N/A,0.0K,✅ Normal Operation
5612,5612,303.0K,1674,N/A,0.0K,✅ Normal Operation
5613,5613,303.0K,1486,N/A,0.0K,✅ Normal Operation
5614,5614,303.0K,1483,N/A,0.0K,✅ Normal Operation
5615,5615,303.0K,1624,N/A,0.0K,✅ Normal Operation
5616,5616,303.0K,1257,N/A,0.0K,✅ Normal Operation
5617,5617,303.0K,1480,N/A,0.0K,✅ Normal Operation
5618,5618,303.1K,1404,N/A,0.0K,✅ Normal Operation
5619,5619,303.0K,1645,N/A,0.0K,✅ Normal Operation
5620,5620,303.0K,1932,N/A,0.0K,✅ Normal Operation
5621,5621,303.0K,1533,N/A,0.0K,✅ Normal Operation
5622,5622,302.9K,1292,N/A,0.0K,✅ Normal Operation
5623,5623,302.9K,1571,N/A,0.0K,✅ Normal Operation
5624,5624,302.9K,1578,N/A,0.0K,✅ Normal Operation
5625,5625,302.8K,1469,N/A,0.0K,✅ Normal Operation
5626,5626,302.7K,1728,N/A,0.0K,✅ Normal Operation
5627,5627,302.7K,1603,N/A,0.0K,✅ Normal Operation
5628,5628,302.7K,1597,N/A,0.0K,✅ Normal Operation
5629,5629,302.7K,1688,N/A,0.0K,✅ Normal Operation
5630,5630,302.7K,1405,N/A,0.0K,✅ Normal Operation
5631,5631,302.8K,1615,N/A,0.0K,✅ Normal Operation
5632,5632,302.8K,1515,N/A,0.0K,✅ Normal Operation
5633,5633,302.7K,1376,N/A,0.0K,✅ Normal Operation
5634,5634,302.7K,1447,N/A,0.0K,✅ Normal Operation
5635,5635,302.6K,1353,N/A,0.0K,✅ Normal Operation
5636,5636,302.6K,1502,N/A,0.0K,✅ Normal Operation
5637,5637,302.6K,1447,N/A,0.0K,✅ Normal Operation
5638,5638,302.5K,1487,N/A,0.0K,✅ Normal Operation
5639,5639,302.6K,1519,N/A,0.0K,✅ Normal Operation
5640,5640,302.6K,1668,N/A,0.0K,✅ Normal Operation
5641,5641,302.6K,1420,N/A,0.0K,✅ Normal Operation
5642,5642,302.6K,1473,N/A,0.0K,✅ Normal Operation
5643,5643,302.5K,1495,N/A,0.0K,✅ Normal Operation
5644,5644,302.5K,1574,N/A,0.0K,✅ Normal Operation
5645,5645,302.5K,1383,N/A,0.0K,✅ Normal Operation
5646,5646,302.5K,1591,N/A,0.0K,✅ Normal Operation
5647,5647,302.4K,1644,N/A,0.0K,✅ Normal Operation
5648,5648,302.5K,2370,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
5649,5649,302.5K,1401,N/A,0.0K,✅ Normal Operation
5650,5650,302.5K,1414,N/A,0.0K,✅ Normal Operation
5651,5651,302.5K,1456,N/A,0.0K,✅ Normal Operation
5652,5652,302.5K,1447,N/A,0.0K,✅ Normal Operation
5653,5653,302.4K,1727,N/A,0.0K,✅ Normal Operation
5654,5654,302.4K,1495,N/A,0.0K,✅ Normal Operation
5655,5655,302.3K,1544,N/A,0.0K,✅ Normal Operation
5656,5656,302.3K,1387,N/A,0.0K,✅ Normal Operation
5657,5657,302.3K,1316,N/A,0.0K,✅ Normal Operation
5658,5658,302.3K,1794,N/A,0.0K,✅ Normal Operation
5659,5659,302.2K,1372,N/A,0.0K,✅ Normal Operation
5660,5660,302.3K,1674,N/A,0.0K,✅ Normal Operation
5661,5661,302.2K,1477,N/A,0.0K,✅ Normal Operation
5662,5662,302.2K,1397,N/A,0.0K,✅ Normal Operation
5663,5663,302.2K,1616,N/A,0.0K,✅ Normal Operation
5664,5664,302.3K,1530,N/A,0.0K,✅ Normal Operation
5665,5665,302.2K,1539,N/A,0.0K,✅ Normal Operation
5666,5666,302.3K,1845,N/A,0.0K,✅ Normal Operation
5667,5667,302.2K,1430,N/A,0.0K,✅ Normal Operation
5668,5668,302.2K,2080,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
5669,5669,302.2K,1432,N/A,0.0K,✅ Normal Operation
5670,5670,302.2K,1479,N/A,0.0K,✅ Normal Operation
5671,5671,302.2K,1424,N/A,0.0K,✅ Normal Operation
5672,5672,302.2K,1534,N/A,0.0K,✅ Normal Operation
5673,5673,302.1K,1701,N/A,0.0K,✅ Normal Operation
5674,5674,302.2K,1462,N/A,0.0K,✅ Normal Operation
5675,5675,302.2K,1393,N/A,0.0K,✅ Normal Operation
5676,5676,302.3K,1453,N/A,0.0K,✅ Normal Operation
5677,5677,302.3K,1565,N/A,0.0K,✅ Normal Operation
5678,5678,302.3K,1281,N/A,0.0K,✅ Normal Operation
5679,5679,302.2K,1584,N/A,0.0K,✅ Normal Operation
5680,5680,302.2K,1466,N/A,0.0K,✅ Normal Operation
5681,5681,302.2K,1386,N/A,0.0K,✅ Normal Operation
5682,5682,302.2K,1383,N/A,0.0K,✅ Normal Operation
5683,5683,302.3K,1441,N/A,0.0K,✅ Normal Operation
5684,5684,302.2K,1592,N/A,0.0K,✅ Normal Operation
5685,5685,302.2K,1594,N/A,0.0K,✅ Normal Operation
5686,5686,302.2K,1482,N/A,0.0K,✅ Normal Operation
5687,5687,302.2K,1658,N/A,0.0K,✅ Normal Operation
5688,5688,302.3K,2170,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
5689,5689,302.3K,1423,N/A,0.0K,✅ Normal Operation
5690,5690,302.4K,1543,N/A,0.0K,✅ Normal Operation
5691,5691,302.3K,1435,N/A,0.0K,✅ Normal Operation
5692,5692,302.4K,1320,N/A,0.0K,✅ Normal Operation
5693,5693,302.4K,1313,N/A,0.0K,✅ Normal Operation
5694,5694,302.4K,1453,N/A,0.0K,✅ Normal Operation
5695,5695,302.4K,1508,N/A,0.0K,✅ Normal Operation
5696,5696,302.4K,1451,N/A,0.0K,✅ Normal Operation
5697,5697,302.5K,1595,N/A,0.0K,✅ Normal Operation
5698,5698,302.5K,1354,N/A,0.0K,✅ Normal Operation
5699,5699,302.5K,1265,N/A,0.0K,✅ Normal Operation
5700,5700,302.4K,1867,N/A,0.0K,✅ Normal Operation
5701,5701,302.5K,1497,N/A,0.0K,✅ Normal Operation
5702,5702,302.5K,1347,N/A,0.0K,✅ Normal Operation
5703,5703,302.3K,1544,N/A,0.0K,✅ Normal Operation
5704,5704,302.3K,1456,N/A,0.0K,✅ Normal Operation
5705,5705,302.5K,1335,N/A,0.0K,✅ Normal Operation
5706,5706,302.4K,1452,N/A,0.0K,✅ Normal Operation
5707,5707,302.4K,1290,N/A,0.0K,✅ Normal Operation
5708,5708,302.4K,1448,N/A,0.0K,✅ Normal Operation
5709,5709,302.3K,1611,N/A,0.0K,✅ Normal Operation
5710,5710,302.2K,1556,N/A,0.0K,✅ Normal Operation
5711,5711,302.2K,1413,N/A,0.0K,✅ Normal Operation
5712,5712,302.2K,1545,N/A,0.0K,✅ Normal Operation
5713,5713,302.2K,1330,N/A,0.0K,✅ Normal Operation
5714,5714,302.2K,1596,N/A,0.0K,✅ Normal Operation
5715,5715,302.2K,1618,N/A,0.0K,✅ Normal Operation
5716,5716,302.2K,1597,N/A,0.0K,✅ Normal Operation
5717,5717,302.3K,1354,N/A,0.0K,✅ Normal Operation
5718,5718,302.3K,1746,N/A,0.0K,✅ Normal Operation
5719,5719,302.4K,1621,N/A,0.0K,✅ Normal Operation
5720,5720,302.3K,1398,N/A,0.0K,✅ Normal Operation
5721,5721,302.3K,1434,N/A,0.0K,✅ Normal Operation
5722,5722,302.3K,1443,N/A,0.0K,✅ Normal Operation
5723,5723,302.2K,1488,N/A,0.0K,✅ Normal Operation
5724,5724,302.3K,1475,N/A,0.0K,✅ Normal Operation
5725,5725,302.3K,1433,N/A,0.0K,✅ Normal Operation
5726,5726,302.3K,1557,N/A,0.0K,✅ Normal Operation
5727,5727,302.4K,1398,N/A,0.0K,✅ Normal Operation
5728,5728,302.3K,1559,N/A,0.0K,✅ Normal Operation
5729,5729,302.4K,1422,N/A,0.0K,✅ Normal Operation
5730,5730,302.3K,1463,N/A,0.0K,✅ Normal Operation
5731,5731,302.3K,1793,N/A,0.0K,✅ Normal Operation
5732,5732,302.2K,1872,N/A,0.0K,✅ Normal Operation
5733,5733,302.2K,1412,N/A,0.0K,✅ Normal Operation
5734,5734,302.3K,1487,N/A,0.0K,✅ Normal Operation
5735,5735,302.3K,1369,N/A,0.0K,✅ Normal Operation
5736,5736,302.4K,1673,N/A,0.0K,✅ Normal Operation
5737,5737,302.4K,1439,N/A,0.0K,✅ Normal Operation
5738,5738,302.3K,1574,N/A,0.0K,✅ Normal Operation
5739,5739,302.3K,1281,N/A,0.0K,✅ Normal Operation
5740,5740,302.2K,1653,N/A,0.0K,✅ Normal Operation
5741,5741,302.3K,1535,N/A,0.0K,✅ Normal Operation
5742,5742,302.3K,1483,N/A,0.0K,✅ Normal Operation
5743,5743,302.3K,1414,N/A,0.0K,✅ Normal Operation
5744,5744,302.2K,1379,N/A,0.0K,✅ Normal Operation
5745,5745,302.2K,1482,N/A,0.0K,✅ Normal Operation
5746,5746,302.1K,1987,N/A,0.0K,✅ Normal Operation
5747,5747,302.1K,1635,N/A,0.0K,✅ Normal Operation
5748,5748,302.1K,1533,N/A,0.0K,✅ Normal Operation
5749,5749,302.2K,1576,N/A,0.0K,✅ Normal Operation
5750,5750,302.2K,1330,N/A,0.0K,✅ Normal Operation
5751,5751,302.2K,1981,N/A,0.0K,✅ Normal Operation
5752,5752,302.3K,1475,N/A,0.0K,✅ Normal Operation
5753,5753,302.3K,1804,N/A,0.0K,✅ Normal Operation
5754,5754,302.2K,1416,N/A,0.0K,✅ Normal Operation
5755,5755,302.1K,1727,N/A,0.0K,✅ Normal Operation
5756,5756,302.1K,1391,N/A,0.0K,✅ Normal Operation
5757,5757,302.0K,1366,N/A,0.0K,✅ Normal Operation
5758,5758,301.9K,1366,N/A,0.0K,✅ Normal Operation
5759,5759,301.9K,1501,N/A,0.0K,✅ Normal Operation
5760,5760,301.8K,1551,N/A,0.0K,✅ Normal Operation
5761,5761,301.9K,1522,N/A,0.0K,✅ Normal Operation
5762,5762,301.9K,1369,N/A,0.0K,✅ Normal Operation
5763,5763,301.8K,1334,N/A,0.0K,✅ Normal Operation
5764,5764,301.8K,1451,N/A,0.0K,✅ Normal Operation
5765,5765,301.7K,1589,N/A,0.0K,✅ Normal Operation
